id,rle_mask
1aac5dad59,1208 5 1306 8 1405 10 1505 11 1604 13 1703 15 1802 17 1901 19 1999 22 2097 25 2194 29 2293 31 2391 34 2489 37 2587 40 2685 43 2782 47 2878 52 2973 58 3069 63 3165 68 3260 74 3357 78 3455 81 3553 84 3651 87 3749 90 3848 92 3948 93 4048 94 4148 4741 8892 98 8996 95 9099 93 9202 91 9306 88 9413 82 9517 79 9622 75 9726 72 9831 68 9935 65 10040 61 10144 58
1aaffdb790,
1ac1e18079,83 5 181 10 280 13 378 17 477 19 578 19 678 21 778 22 878 23 978 24 1078 25 1177 27 1277 28 1376 30 1477 30 1577 31 1678 31 1712 2 1779 31 1812 3 1880 31 1912 4 1980 37 2080 38 2179 40 2279 41 2380 41 2482 41 2583 42 2684 44 2785 44 2885 45 2985 46 3085 47 3184 49 3284 50 3384 51 3480 2 3484 52 3579 58 3679 59 3779 60 3875 65 3959 82 4050 92 4143 6059
1ac21f6704,1 31 102 31 203 31 304 30 405 29 506 27 607 25 708 24 809 23 910 21 1011 20 1112 19 1213 18 1314 17 1415 16 1516 15 1617 14 1718 14 1819 13 1920 12 2021 11 2122 10 2223 9 2324 9 2425 7 2526 6 2627 4
1ac220b834,
1ac3babe57,
1ac6523c3a,1 55 102 56 203 56 304 56 405 56 506 56 607 55 708 55 809 54 910 53 1011 52 1112 51 1213 50 1314 50 1415 49 1516 47 1617 46 1718 45 1819 44 1920 43 2021 42 2122 42 2223 41 2324 40 2425 38 2526 37 2627 36 2728 35 2829 32 2930 28 3036 20
1ac7f45711,1 16 102 16 203 17 304 17 405 17 506 17 607 17 708 17 809 17 910 17 1011 17 1112 17 1213 17 1314 17 1415 18 1516 18 1617 18 1718 18 1819 18 1920 18 2021 19 2122 19 2223 19 2324 19 2425 20 2526 20 2627 21 2728 21 2829 21 2930 22 3031 22 3132 22 3233 22 3334 22 3435 22 3536 22 3637 21 3738 21 3839 21 3940 20 4041 20 4142 20 4243 20 4344 21 4445 21 4546 21 4647 21 4748 21 4849 21 4950 21 5051 22 5152 22 5253 22 5354 22 5455 23 5556 23 5657 24 5758 24 5859 25 5960 25 6061 26 6162 26 6263 26 6364 27 6465 27 6566 27 6667 27 6768 27 6869 27 6970 27 7071 27 7172 27 7273 28 7374 28 7475 28 7576 29 7677 29 7778 29 7879 28 7980 28 8081 27 8182 27 8283 26 8384 25 8485 24 8586 22 8687 21 8788 19 8889 18 8990 16 9091 14 9192 12 9294 2 9297 6
1acac10cfe,
1ad16d5693,
1ad3ccd797,38 8 139 10 240 7 248 1 444 2 544 3 554 4 645 3 656 1 746 3 848 2 1848 12 1947 15 2047 19 2087 4 2147 25 2185 11 2247 32 2281 18 2347 54 2447 56 2547 57 2647 59 2746 62 2846 64 2946 66 3046 68 3147 68 3247 70 3347 72 3448 73 3548 75 3649 75 3749 77 3850 78 3951 78 4051 79 4152 80 4252 81 4352 83 4453 83 4553 85 4654 85 4754 87 4854 89 4955 89 5056 90 5156 92 5257 93 5358 93 5459 93 5560 94 5661 94 5763 93 5864 94 5965 95 6066 95 6167 96 6268 96 6370 95 6471 95 6572 95 6673 95 6774 95 6874 96 6975 96 7077 95 7178 95 7279 95 7380 95 7481 95 7582 95 7684 94 7785 94 7887 93 7988 93 8090 92 8191 92 8293 91 8394 91 8495 91 8597 90 8698 90 8799 90 8900 90 9002 89 9103 89 9204 89 9305 89 9406 89 9507 89 9609 88 9710 87 9811 87 9913 85 10014 86 10116 83
1ad9ccb904,1517 7 1617 16 1718 32 1819 45 1920 54 2021 65 2101 6 2119 1 2122 6565 8688 70 8781 6 8804 6 8819 20 8925 10
1adad51ef8,
1adcc5d526,6706 3 6769 9 6781 35 6869 53 6952 7 6970 68 7045 24 7071 3131
1adf735507,
1aeaa85dae,
1aec922970,1 74 102 75 203 75 304 75 405 76 506 76 607 76 708 76 809 76 910 75 1011 75 1112 74 1213 74 1314 73 1415 73 1516 72 1617 71 1718 70 1819 69 1920 68 2021 67 2122 66 2223 66 2324 66 2425 66 2526 66 2627 66 2728 67 2829 67 2930 68 3031 69 3132 70 3233 72 3334 74 3435 75 3536 75 3637 76 3738 76 3839 76 3940 76 4041 76 4142 76 4243 76 4344 76 4445 75 4546 75 4647 74 4748 73 4849 72 4950 71 5051 70 5152 70 5253 70 5354 69 5455 69 5556 68 5657 67 5758 67 5859 66 5960 65 6061 64 6162 64 6263 63 6364 62 6465 62 6566 62 6667 61 6768 61 6869 61 6970 61 7071 61 7172 61 7273 61 7374 61 7475 61 7576 61 7677 60 7778 60 7879 56 7980 54 8081 54 8182 54 8283 54 8384 54 8485 54 8586 55 8687 55 8788 56 8889 56 8990 56 9091 57 9192 57 9293 58 9394 58 9495 58 9596 59 9697 59 9798 60 9899 60 10000 60 10101 60
1aed9a9daa,200 3 300 4 401 4 501 5 602 5 703 5 803 6 904 6 1004 7 1105 7 1205 8 1306 8 1406 9 1507 9 1608 9 1709 9 1810 9 1911 9 2012 9 2113 9 2214 9 2315 9 2416 9 2517 9 2619 8 2720 8 2821 8 2922 8 3023 8 3124 8 3226 7 3327 7 3428 7 3529 7 3630 7 3731 7 3832 7 3932 8 4032 9 4132 10 4232 11 4332 12 4432 13 4532 14 4632 15 4732 16 4832 17 4932 18 5033 18 5134 18 5234 19 5335 19 5435 20 5536 20 5636 21 5737 21 5838 21 5938 22 6039 22 6140 22 6240 23 6341 23 6441 24 6542 24 6642 25 6742 26 6842 27 6941 29 7041 30 7142 30 7242 31 7343 31 7443 32 7544 32 7645 32 7745 33 7846 33 7946 34 8047 34 8147 35 8247 36 8348 36 8449 36 8549 37 8649 38 8749 39 8850 39 8950 40 9050 41 9151 41 9251 42 9351 43 9451 44 9552 44 9652 45 9753 45 9853 46 9953 47 10054 47 10155 47
1aef19ae12,
1af68faa92,
1af8728ece,1 2624 2627 97 2728 96 2829 94 2930 93 3031 92 3132 90 3233 89 3334 88 3435 86 3536 84 3637 82 3738 76 3839 73 3940 72 4041 70 4142 69 4243 67 4344 66 4445 65 4546 64 4647 62 4748 61 4849 59 4950 57 5051 54 5152 52 5253 49 5354 42 5455 33 5556 31 5657 30 5758 29 5859 29 5960 28 6061 27 6162 27 6263 26 6364 25 6465 24 6566 23 6667 22 6768 20 6869 19 6970 17 7074 1 7077 7
1af88d781e,
1afb27f632,2319 5 2418 7 2517 9 2615 12 2714 14 2812 17 2910 20 3006 25 3105 27 3203 30 3301 33 3399 36 3496 40 3594 43 3693 45 3791 48 3890 50 3990 51 4089 53 4188 55 4287 57 4387 58 4486 60 4585 62 4685 63 4785 64 4885 65 4985 66 5085 67 5184 69 5284 70 5384 71 5485 71 5585 72 5686 72 5786 73 5887 73 5988 73 6089 73 6190 73 6291 73 6392 73 6494 72 6595 72 6696 72 6797 72 6898 72 6999 72 7101 71 7201 72 7302 72 7403 72 7504 72 7605 72 7705 73 7806 73 7906 74 8007 74 8108 74 8208 75 8309 75 8410 75 8510 76 8611 76 8712 76 8813 76 8914 76 9014 77 9115 77 9216 77 9317 77 9418 77 9519 77 9619 78 9720 78 9821 78 9922 78 10023 78 10125 77
1afb60e200,
1b01a457d9,1 97 102 98 203 98 304 97 405 96 506 91 607 82 708 74 809 61 910 51 1011 45 1112 42 1213 40 1314 37 1415 36 1516 36 1617 36 1718 36 1819 36 1920 36 2021 35 2122 35 2223 34 2324 33 2425 33 2526 33 2627 33 2728 34 2829 34 2930 35 3031 35 3132 35 3233 36 3334 36 3435 36 3536 36 3637 37 3738 37 3839 37 3940 37 4041 37 4142 37 4243 38 4344 38 4445 38 4546 38 4647 38 4748 38 4849 38 4950 38 5051 38 5152 38 5253 38 5354 38 5455 38 5556 38 5657 38 5758 37 5859 37 5960 37 6061 36 6162 36 6263 35 6364 34 6465 33 6566 31 6667 30 6768 28 6869 25 6970 23 7071 20 7172 19 7273 18 7374 16 7475 15 7576 14 7677 14 7778 13 7879 13 7980 13 8081 13 8182 13 8283 12 8384 11 8485 10 8586 9
1b0dc93eec,6972 1 7071 5 7172 7 7273 8 7374 9 7475 10 7576 11 7677 13 7778 16 7879 19 7980 21 8081 22 8182 24 8283 25 8384 26 8485 27 8586 27 8687 28 8788 29 8889 30 8990 30 9091 31 9192 33 9293 35 9394 37 9495 38 9596 38 9697 39 9798 39 9899 40 10000 40 10101 39
1b0eec121b,
1b0ff56708,
1b1783a2a8,1 3045 3050 91 3157 76 3262 72 3373 62 3477 59 3582 55 3687 51 3791 48 3895 45 3999 42 4104 38 4210 33 4336 8 4438 7 4541 1 4544 2
1b1bf5bd6b,
1b1f719ff8,96 6 196 7 297 7 398 7 498 8 599 8 700 8 801 8 902 8 1003 8 1104 8 1205 8 1306 8 1407 8 1508 8 1609 8 1709 9 1810 9 1912 8 2013 8 2113 9 2214 9 2315 9 2415 10 2515 11 2615 12 2713 15 2812 17 2911 19 3011 20 3109 23 3208 25 3307 27 3407 28 3505 31 3604 33 3703 35 3801 38 3901 39 4000 41 4100 42 4200 43 4299 45 4399 46 4499 47 4599 48 4699 49 4799 50 4899 51 4999 52 5100 52 5200 53 5301 53 5401 54 5502 54 5603 54 5704 54 5805 54 5906 54 6007 54 6108 54 6210 53 6311 53 6413 52 6515 51 6618 49 6720 48 6822 47 6925 45 7028 43 7131 41 7234 39 7338 36 7442 33 7546 30 7650 27 7754 24 7858 21 7962 18 8065 16 8167 15 8270 13 8372 12 8473 12 8575 11 8677 10 8780 8 8883 6 8986 3
1b203471b7,20 82 119 84 219 85 319 86 418 88 518 89 618 90 717 92 817 93 917 94 1016 96 1113 9089
1b279deb93,
1b29749de6,
1b2a33253f,1 2928 2930 98 3031 95 3132 93 3233 89 3334 85 3435 82 3536 81 3637 79 3738 78 3839 76 3940 75 4041 73 4142 71 4243 70 4344 69 4445 68 4546 66 4647 65 4748 65 4849 64 4950 62 5051 61 5152 61 5253 60 5354 60 5455 60 5556 60 5657 60 5758 60 5859 60 5960 60 6061 61 6162 61 6263 61 6364 60 6465 59 6566 58 6667 58 6768 57 6869 55 6970 53 7071 52 7172 50 7273 49 7374 48 7475 48 7576 48 7677 48 7778 48 7879 48 7980 48 8081 48 8182 47 8283 47 8384 47 8485 47 8586 47 8687 47 8788 47 8889 48 8990 48 9091 49 9192 49 9293 49 9394 49 9495 49 9596 49 9697 49 9798 49 9899 49 10000 49 10101 49
1b2bc9e64c,1 7372 7374 100 7475 100 7576 100 7677 99 7778 99 7879 99 7980 99 8081 98 8182 98 8283 98 8384 98 8485 98 8586 98 8687 98 8788 98 8889 98 8990 98 9091 98 9192 98 9293 98 9394 98 9495 98 9596 98 9697 98 9798 98 9899 98 10000 98 10101 97
1b2c24dfdb,
1b2fa5d4f5,6811 5 6910 11 7008 19 7106 24 7203 30 7299 36 7391 45 7484 53 7583 55 7683 56 7784 56 7885 58 7986 58 8086 58 8187 57 8288 56 8390 53 8476 7 8491 51 8570 16 8593 47 8666 21 8695 41 8759 29 8798 27 8855 34 8901 22 8953 37 9005 17 9052 39 9107 14 9151 41 9210 10 9251 42 9313 1 9350 44 9448 47 9547 49 9647 50 9747 51 9849 50 9949 51 10050 51 10151 51
1b313539f1,
1b346bfba2,
1b3aa9a328,
1b44199942,39 63 139 64 240 64 341 64 441 65 542 65 642 66 742 67 842 68 942 69 1043 69 1143 70 1243 71 1342 73 1440 76 1539 78 1640 78 1740 79 1841 79 1942 79 2042 80 2143 80 2243 81 2343 82 2443 83 2543 84 2643 85 2742 87 2842 88 2941 90 3041 91 3140 93 3239 95 3337 98 3436 6766
1b46f6af5c,1 808 810 100 913 98 1015 97 1116 97 1218 96 1319 96 1420 96 1521 96 1622 96 1723 96 1824 96 1925 96 2026 96 2128 95 2229 95 2330 95 2432 94 2533 94 2635 93 2736 93 2837 93 2939 92 3040 92 3142 91 3243 91 3345 90 3446 90 3547 90 3649 89 3750 89 3851 89 3952 89 4053 89 4154 89 4255 89 4356 89 4458 88 4559 88 4660 88 4761 88 4862 88 4963 88 5064 88 5165 88 5267 87 5368 87 5470 86 5571 86 5673 85 5774 85 5875 85 5976 85 6078 84 6179 84 6280 84 6382 83 6483 83 6584 83 6685 83 6786 83 6887 83 6989 82 7090 82 7191 82 7292 82 7393 82 7494 82 7595 82 7697 81 7798 81 7899 81 8000 81 8102 80 8203 80 8304 80 8405 80 8506 80 8607 80 8708 80 8809 80 8909 81 9010 81 9111 81 9212 81 9313 81 9414 81 9515 81 9617 80 9718 80 9820 79 9922 78 10024 77 10126 76
1b4836f485,
1b4c67f0cc,150 1 755 1 1866 6 1966 10 2066 12 2166 14 2267 15 2367 17 2468 17 2568 19 2669 20 2770 21 2871 22 2971 23 3073 23 3174 24 3275 25 3376 27 3477 29 3578 30 3679 31 3780 32 3881 32 3983 32 4084 32 4185 33 4286 34 4386 35 4487 36 4588 36 4689 37 4790 37 4891 38 4991 39 5092 39 5193 39 5294 40 5395 40 5496 40 5597 40 5698 40 5799 40 5900 40 6001 40 6102 40 6203 40 6304 40 6406 39 6507 38 6609 37 6710 36 6812 34 6914 32 7017 29 7120 25 7223 21 7327 15 7432 1
1b50bad7d1,48 54 149 54 249 55 349 56 449 57 549 58 650 58 749 60 848 62 944 67 1044 68 1143 70 1243 71 1342 73 1442 74 1542 75 1642 76 1742 77 1842 78 1942 79 2042 80 2143 80 2243 81 2343 82 2443 83 2543 84 2644 84 2744 85 2845 85 2945 86 3045 87 3145 88 3246 88 3346 89 3447 89 3546 91 3646 92 3746 93 3847 93 3947 94 4047 95 4147 96 4246 98 4346 99 4447 99 4548 99 4648 4645 9294 100 9395 100 9497 99 9598 99 9699 99 9800 99 9902 98 10003 98 10104 97
1b51d7eb4c,1530 10 1629 16 1729 22 1830 24 1930 28 2030 32 2131 35 2231 40 2331 43 2431 48 2532 51 2632 56 2732 60 2833 63 2934 65 3035 68 3136 70 3237 73 3338 79 3429 4 3440 83 3526 10 3542 95 3644 94 3746 93 3848 92 3949 92 4052 90 4153 90 4255 89 4357 88 4459 87 4561 86 4663 85 4764 85 4866 84 4967 84 5068 84 5169 84 5271 83 5372 83 5472 84 5573 84 5674 84 5774 85 5874 86 5974 87 6074 88 6174 89 6273 91 6373 92 6473 93 6573 94 6673 95 6772 97 6871 99 6971 1482 8465 82 8569 17 8587 52 8673 14 8690 48 8777 11 8795 43 8882 6 8907 30 9016 20 9120 15 9230 3
1b554577bf,7578 8 7677 16 7778 20 7879 22 7980 25 8081 29 8182 33 8283 36 8384 41 8485 46 8586 58 8687 61 8788 64 8889 68 8990 73 9091 78 9192 82 9293 92 9394 808
1b5991119e,
1b611f81d9,1 6856 6864 57 6926 12 6970 43 7071 35 7173 22
1b61453b52,1 41 102 42 203 42 304 43 405 43 506 45 607 48 708 51 809 53 910 54 1011 55 1112 56 1213 57 1314 58 1415 58 1516 59 1617 60 1718 61 1819 61 1920 62 2021 64 2122 65 2223 66 2324 67 2413 10 2425 68 2512 83 2608 89 2706 94 2803 7399
1b64862494,7174 1 7273 7 7374 10 7475 11 7576 13 7677 14 7778 15 7879 17 7980 18 8081 18 8182 20 8283 21 8384 22 8485 24 8586 26 8687 28 8788 31 8889 47 8990 64 9091 67 9192 70 9293 73 9394 78 9495 81 9596 88 9697 91 9798 91 9899 93 10000 93 10101 92
1b6678d415,
1b6afd84fb,1 2524 2526 91 2627 88 2728 84 2829 80 2930 77 3031 74 3132 68 3233 62 3334 56 3435 53 3536 43 3637 38 3738 33 3839 27
1b6db79ff5,
1b70c24eb0,3758 7 3854 15 3952 21 4050 26 4149 31 4249 35 4348 39 4447 43 4547 47 4647 51 4748 55 4849 58 4950 62 5051 65 5152 68 5253 70 5354 72 5455 73 5556 74 5657 74 5758 75 5859 75 5960 75 6061 75 6162 75 6263 75 6364 75 6465 75 6566 75 6667 75 6768 74 6869 74 6970 74 7071 75 7172 75 7273 75 7374 76 7475 76 7576 77 7677 77 7778 78 7879 78 7980 78 8081 79 8182 79 8283 79 8384 80 8485 80 8586 80 8687 80 8788 81 8889 81 8990 82 9091 82 9192 82 9293 82 9394 83 9495 82 9596 82 9697 82 9798 81 9899 81 10000 81 10101 80
1b7304112e,
1b741079c5,1 47 102 48 203 49 304 49 405 50 506 50 607 49 708 48 809 48 910 47 1011 47 1112 46 1213 45 1314 44 1415 43 1516 43 1617 42 1718 42 1819 41 1920 41 2021 40 2122 39 2223 38 2324 38 2425 38 2526 38 2627 38 2728 38 2829 38 2931 37 3032 37 3134 36 3235 36 3336 36 3438 35 3540 34 3642 33 3744 32 3846 30 3948 28 4051 25 4153 21 4256 11
1b7497985f,
1b7ac7bb31,983 5 1083 11 1181 16 1207 5 1279 35 1377 38 1474 42 1562 55 1661 57 1762 57 1862 58 1963 58 2063 59 2164 59 2265 59 2366 59 2468 58 2570 57 2671 57 2773 56 2874 56 2975 56 3077 55 3179 54 3280 54 3382 53 3483 53 3584 53 3686 52 3787 52 3889 51 3990 51 4092 50 4194 49 4296 48 4398 47 4500 46 4602 45 4703 45 4803 46 4903 47 5003 48 5103 49 5201 52 5300 54 5398 57 5496 60 5595 62 5693 65 5791 68 5889 71 5987 74 6086 76 6184 79 6284 80 6384 81 6484 82 6583 84 6683 85 6782 87 6881 89 6977 94 7074 3128
1b7adc4406,
1b818dd025,
1b818ee74a,
1b8d23755b,2 8 102 10 203 11 304 11 405 12 506 12 607 12 708 12 809 12 910 12 1011 12 1112 13 1213 13 1314 13 1415 13 1516 13 1617 13 1718 13 1819 14 1920 14 2021 14 2122 14 2223 14 2324 14 2425 14 2526 14 2627 15 2728 15 2829 15 2930 15 3031 14 3132 14 3233 14 3334 14 3435 13 3536 13 3637 12 3738 11 3839 9 3941 3 3946 1
1b97d2054b,
1b99e91068,
1b9d714ef4,
1ba354e42a,
1ba6ec8c09,
1bae2bef94,1510 6 1605 12 1699 19 1795 24 1891 29 1986 35 2078 44 2173 50 2271 53 2368 57 2465 61 2561 66 2658 70 2750 79 2845 85 2939 92 3034 98 3133 3216 6357 4 6364 69 6465 61 6566 59 6667 57 6768 54 6869 51 6974 40 7087 20
1bb08d1d48,
1bb2b1fbf4,55 47 156 47 257 47 358 47 460 46 563 44 667 41 770 39 875 35 981 30 1085 27 1189 24 1293 21 1397 18 1500 16 1604 13 1707 11 1810 9 1911 9 2013 8 2114 8 2215 8 2317 7 2418 7 2519 3 2523 3 2620 7 2720 8 2820 9 2921 9 3010 7 3019 12 3108 24 3207 26 3307 27 3407 28 3508 28 3608 29 3709 29 3810 29 3911 29 4012 29 4113 29 4214 29 4315 29 4416 29 4517 29 4618 29 4720 28 4821 28 4922 28 5023 28 5125 27 5226 27 5328 26 5431 24 5534 22 5637 20 5741 17 5845 14 5949 11 6052 9 6155 6 6258 3
1bb3688821,53 49 153 50 253 51 353 52 454 52 555 52 655 53 755 54 856 54 956 55 1056 56 1156 57 1255 59 1355 60 1455 61 1554 63 1654 64 1754 65 1854 66 1954 67 2054 68 2153 70 2253 71 2353 72 2452 74 2551 76 2651 77 2751 78 2850 80 2950 81 3050 82 3150 83 3249 83 3349 82 3448 82 3548 82 3647 83 3747 83 3846 85 3946 85 4046 86 4145 87 4244 88 4345 87 4445 87 4546 86 4647 85 4748 85 4849 84 4950 83 5051 82 5152 81 5253 79 5354 78 5455 77 5556 76 5657 74 5758 73 5859 71 5960 70 6061 68 6162 67 6263 65 6364 63 6465 60 6566 58 6667 54 6768 50 6869 45 6970 35 7071 32 7172 31 7273 30 7374 29 7475 29 7576 28 7677 28 7778 27 7879 27 7980 27 8081 26 8182 26 8283 26 8384 26 8485 26 8586 26 8687 26 8788 27 8889 28 8990 28 9091 29 9192 29 9293 30 9394 30 9495 30 9596 30 9697 30 9798 30 9899 30 10000 30 10101 29
1bb7369c68,
1bbf1cdaba,1 3682 3706 59 3834 2 3839 22 3940 21 4041 18 4142 14 4245 5
1bc1ec2325,1 12 102 14 203 14 304 15 405 16 506 16 607 17 708 18 809 20 910 21 1011 23 1112 25 1213 27 1314 29 1415 30 1516 32 1617 33 1718 34 1819 35 1920 35 2021 35 2122 36 2223 36 2324 37 2425 39 2526 40 2627 41 2728 42 2829 43 2930 45 3031 46 3132 47 3233 48 3334 49 3435 50 3536 51 3637 52 3738 53 3839 55 3940 57 4041 59 4142 62 4243 63 4344 65 4445 66 4546 67 4647 68 4748 68 4849 69 4950 70 5051 70 5152 70 5253 71 5354 72 5455 72 5556 73 5657 74 5758 74 5859 74 5960 74 6061 74 6162 73 6263 73 6364 73 6465 72 6566 71 6667 70 6768 69 6869 68 6970 67 7071 66 7172 65 7273 64 7374 62 7475 61 7576 61 7677 61 7778 62 7879 62 7980 63 8081 64 8182 64 8283 64 8384 64 8485 63 8586 63 8687 63 8788 63 8889 63 8990 63 9091 63 9192 63 9293 62 9394 62 9495 61 9597 60 9704 54 9809 49 9912 47 10013 46 10115 44
1bc532153f,
1bc7d41154,1 7561 7576 82 7677 71 7778 55 7836 9 7879 44 7980 39 8081 34 8182 29 8283 26 8384 23 8485 21 8586 18 8687 16 8788 14 8889 12 8990 11 9091 11 9192 9 9294 6
1bca27f98f,87 15 188 15 288 16 389 16 490 16 592 15 694 14 795 14 895 15 994 17 1093 19 1192 21 1292 22 1392 23 1492 24 1593 24 1694 24 1796 23 1899 21 2003 18 2106 16 2208 15 2310 14 2413 12 2517 9 2619 8 2722 5
1bcab21a24,1 3636 3638 100 3741 98 3843 97 3944 97 4045 97 4147 96 4248 96 4349 96 4450 96 4551 96 4652 96 4754 95 4855 95 4956 95 5057 95 5158 95 5259 95 5359 96 5460 96 5561 96 5662 96 5763 96 5864 96 5965 96 6067 95 6168 95 6269 95 6371 94 6473 93 6575 92 6676 92 6777 92 6878 92 6980 91 7081 91 7181 92 7282 92 7382 93 7482 94 7583 94 7683 95 7784 95 7884 96 7984 97 8085 97 8185 98 8286 98 8386 99 8487 99 8588 99 8688 100 8789 100 8890 100 8991 100 9092 100 9194 99 9295 99 9396 99 9496 100 9597 100 9698 403 10102 100
1bcc5ea50a,1 96 102 96 203 96 304 97 405 97 506 98 607 98 708 98 809 98 910 99 1011 98 1112 99 1213 1818 3033 99 3134 99 3236 98 3337 98 3438 98 3539 98 3641 97 3742 97 3843 97 3943 98 4044 98 4145 98 4246 98 4347 98 4448 98 4549 98 4650 98 4751 98 4851 99 4952 99 5052 100 5153 100 5254 201 5456 100 5557 100 5658 100 5759 100 5860 100 5962 99 6063 99 6165 98 6266 98 6368 97 6469 97 6571 96 6672 96 6773 96 6874 96 6975 96 7076 96 7177 96 7278 96 7378 97 7479 97 7579 98 7680 98 7781 98 7882 98 7983 98 8084 98 8185 98 8286 98 8387 98 8488 98 8589 98 8690 98 8791 98 8892 98 8992 99 9093 99 9193 1009
1bd88b6b5d,
1bd9b1a1c8,
1bde2dd64c,61 41 161 42 262 42 363 42 463 43 564 43 665 43 766 43 867 43 968 43 1069 43 1170 43 1271 43 1372 43 1473 43 1574 43 1675 43 1776 43 1877 43 1979 42 2081 41 2183 40 2285 39 2387 38 2490 36 2592 35 2694 34 2796 33 2898 32 2999 32 3101 31 3202 31 3304 30 3406 29 3507 29 3609 28 3711 27 3812 27 3914 26 4016 25 4117 25 4219 24 4320 24 4421 24 4523 23 4624 23 4725 23 4826 23 4927 23 5028 23 5129 23 5230 23 5332 22 5433 22 5533 23 5634 23 5735 23 5836 23 5937 23 6039 22 6141 21 6242 21 6344 20 6446 19 6547 19 6649 18 6750 18 6852 17 6953 17 7054 17 7155 17 7256 17 7357 17 7459 16 7560 16 7661 16 7762 16 7864 15 7965 15 8067 14 8170 12 8273 10 8376 8 8479 6 8582 4 8685 2
1bde429ee9,1 1010 1013 99 1115 98 1217 97 1318 97 1418 98 1519 98 1620 98 1721 98 1822 98 1923 98 2025 97 2126 97 2228 96 2330 95 2432 94 2535 92 2640 88 2743 86 2846 84 2949 82 3051 81 3153 80 3255 79 3357 78 3459 77 3561 76 3663 75 3764 75 3866 74 3968 73 4069 73 4170 73 4272 72 4372 73 4474 72 4575 72 4676 72 4777 72 4878 72 4979 72 5080 72 5181 72 5283 71 5384 71 5486 70 5588 69 5690 68 5792 67 5894 66 5997 64 6099 63 6201 62 6302 62 6403 62 6505 61 6606 61 6707 61 6808 61 6910 60 7011 60 7112 60 7213 60 7314 60 7415 60 7517 59 7618 59 7719 59 7820 59 7921 59 8022 59 8123 59 8224 59 8325 59 8426 59 8527 59 8628 59 8729 59 8830 59 8931 59 9033 58 9134 58 9235 58 9337 57 9438 57 9539 57 9641 56 9742 56 9843 56 9945 55 10046 55 10148 54
1be10e344a,
1bea5426f5,1 33 102 33 203 34 304 34 405 34 506 34 607 35 708 35 809 35 910 35 1011 36 1112 36 1213 36 1314 37 1415 37 1516 37 1617 37 1718 37 1819 37 1920 37 2021 38 2122 39 2223 41 2324 42 2425 43 2526 44 2627 45 2728 46 2829 46 2930 47 3031 48 3132 49 3233 50 3334 51 3435 52 3536 53 3637 54 3738 55 3839 56 3940 57 4041 58 4142 59 4243 60 4344 61 4445 62 4546 63 4647 65 4748 66 4849 67 4950 68 5051 69 5152 72 5253 77 5354 81 5455 83 5556 85 5657 87 5758 89 5859 90 5960 92 6061 93 6162 95 6263 96 6364 97 6465 98 6566 99 6667 100 6768 3434
1bf3d27d55,71 31 172 31 273 31 373 32 474 32 575 32 676 32 777 32 878 32 979 32 1080 32 1181 32 1281 33 1382 33 1482 34 1583 34 1683 35 1784 35 1884 36 1985 36 2085 37 2186 37 2287 37 2387 38 2488 38 2588 39 2688 40 2789 40 2889 41 2989 42 3089 43 3190 43 3290 44 3390 45 3491 45 3591 46 3691 47 3792 47 3892 48 3991 50 4091 51 4191 52 4290 54 4390 55 4490 56 4590 57 4688 60 4787 62 4886 64 4983 68 5081 71 5177 76 5271 83 5367 88 5464 92 5557 2927 8485 98 8586 93 8687 90 8788 89 8889 87 8990 85 9091 84 9192 83 9293 83 9394 82 9495 82 9596 80 9697 79 9798 74 9899 66 10000 63 10101 59
1bf9e7785d,86 16 187 16 287 17 388 17 489 17 590 17 692 16 793 16 894 16 995 16 1097 15 1198 15 1299 15 1400 15 1501 15 1603 14 1704 14 1805 14 1906 14 2007 14 2108 14 2210 13 2311 13 2412 13 2513 13 2614 13 2715 13 2816 13 2918 12 3019 12 3120 12 3221 12 3323 11 3424 11 3526 10 3627 10 3728 10 3829 10 3931 9 4032 9 4133 9 4233 10 4334 10 4435 10 4536 10 4637 10 4738 10 4838 11 4939 11 5040 11 5141 11 5242 11 5342 12 5443 12 5544 12 5644 13 5745 13 5845 14 5946 14 6046 15 6146 16 6245 18 6345 19 6445 20 6544 22 6643 24 6743 25 6842 27 6941 29 7039 32 7138 34 7237 36 7336 38 7434 41 7533 43 7633 44 7732 46 7831 48 7930 50 8029 52 8128 54 8227 56 8327 57 8427 58 8526 60 8625 62 8725 63 8824 65 8924 66 9023 68 9122 70 9222 71 9321 73 9421 74 9520 76 9620 77 9720 78 9821 78 9921 79 10021 80 10122 80
1bfba17615,
1bff16cb1e,1 22 102 22 203 22 304 21 405 21 506 20 607 19 708 18 809 17 910 16 1011 15 1112 14 1213 14 1314 13 1415 12 1516 11 1617 10 1718 10 1819 9 1920 9 2021 8 2122 8 2223 5 2324 4 2425 3 2526 3
1c093fde09,
1c098a50aa,
1c16231286,
1c165d61d6,
1c1aa330aa,
1c1c2983ca,
